,Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life
9244,Montrose Beach,21.6,4.23,1.703,0.20800000000000002,4.0,11.1
10377,Montrose Beach,21.2,5.32,1.724,0.297,3.0,10.7
4753,63rd Street Beach,20.5,0.28,1.858,0.196,3.0,12.0
6240,Calumet Beach,20.9,0.45,1.4769999999999999,0.11800000000000001,2.0,11.6
2050,Ohio Street Beach,19.4,0.62,1.751,0.17600000000000002,3.0,11.1
9196,Calumet Beach,23.3,0.42,1.4869999999999999,0.129,4.0,10.9
7380,Rainbow Beach,0.0,0.0,1.618,0.1,10.0,9.5
650,Montrose Beach,15.9,23.26,1.604,0.278,3.0,11.3
4052,Montrose Beach,16.2,0.33,1.568,0.109,9.0,10.3
6684,Osterman Beach,14.9,0.74,1.393,0.10400000000000001,7.0,11.6
3065,Montrose Beach,17.5,0.51,1.74,0.125,5.0,10.7
1389,63rd Street Beach,18.3,0.83,1.615,0.115,5.0,11.7
4,Montrose Beach,14.4,3.36,1.3880000000000001,0.298,4.0,11.9
8926,Osterman Beach,20.0,1.41,1.401,0.205,3.0,10.9
9924,Calumet Beach,22.2,2.32,1.433,0.204,7.0,10.7
9104,Montrose Beach,21.0,7.82,1.744,0.298,4.0,11.1
2910,Montrose Beach,18.9,2.17,1.662,0.177,3.0,10.8
6834,Ohio Street Beach,21.7,1.45,1.797,0.18899999999999997,3.0,11.3
1007,63rd Street Beach,16.8,1.36,1.6269999999999998,0.16699999999999998,3.0,11.9
9206,Osterman Beach,22.1,4.96,1.426,0.182,4.0,10.9
3824,63rd Street Beach,19.6,2.02,1.835,0.243,4.0,10.8
3683,Ohio Street Beach,17.7,0.9,1.7280000000000002,0.132,3.0,10.6
8787,Montrose Beach,19.8,1.0,1.726,0.111,8.0,11.2
10219,Ohio Street Beach,23.3,3.65,1.771,0.11599999999999999,5.0,10.3
6846,Ohio Street Beach,21.4,2.49,1.879,0.302,4.0,11.3
7994,Montrose Beach,18.9,14.68,1.693,0.132,4.0,11.4
7230,Rainbow Beach,0.0,0.0,1.736,0.256,4.0,10.7
560,Montrose Beach,16.2,10.43,1.591,0.473,6.0,11.4
4752,Calumet Beach,21.4,1.25,1.538,0.129,3.0,12.2
9109,Osterman Beach,20.8,4.2,1.3780000000000001,0.253,3.0,10.9
4119,Montrose Beach,18.0,0.64,1.6480000000000001,0.145,3.0,10.4
9524,Osterman Beach,23.3,9.34,1.4340000000000002,0.319,3.0,10.8
4025,Rainbow Beach,18.8,0.69,1.646,0.132,3.0,10.6
9598,Montrose Beach,22.5,10.77,1.764,0.305,4.0,11.0
11283,Montrose Beach,22.4,0.67,1.797,0.193,3.0,10.1
10519,Calumet Beach,23.0,0.92,1.395,0.085,4.0,10.4
4933,Montrose Beach,13.5,0.51,1.6219999999999999,0.12,3.0,12.3
4667,Rainbow Beach,19.9,0.63,1.5959999999999999,0.151,7.0,12.0
4884,Rainbow Beach,19.2,0.78,1.609,0.138,4.0,11.7
908,Montrose Beach,16.7,8.73,1.5330000000000001,0.145,4.0,11.2
10887,Osterman Beach,23.8,0.46,1.4340000000000002,0.08900000000000001,4.0,10.3
126,Calumet Beach,17.0,1.44,1.515,0.13699999999999998,3.0,11.6
9486,Calumet Beach,22.7,2.25,1.492,0.19399999999999998,4.0,10.8
717,Montrose Beach,15.9,23.64,1.625,0.27899999999999997,3.0,11.3
744,Ohio Street Beach,15.6,6.35,1.7169999999999999,0.289,4.0,11.6
9846,Montrose Beach,22.2,9.21,1.744,0.42200000000000004,6.0,10.9
7757,Ohio Street Beach,20.8,2.07,1.706,0.19,3.0,11.0
1351,Rainbow Beach,16.8,0.83,1.479,0.11800000000000001,3.0,11.5
2186,Montrose Beach,16.5,1.06,1.673,0.191,3.0,10.9
10125,Montrose Beach,21.3,14.04,1.778,0.424,5.0,10.8
7177,Ohio Street Beach,16.5,10.11,1.841,0.228,4.0,11.1
3992,63rd Street Beach,19.3,0.62,1.926,0.21,3.0,10.8
7044,Calumet Beach,17.7,7.26,1.55,0.259,7.0,11.4
7432,Ohio Street Beach,18.6,2.23,1.777,0.08800000000000001,5.0,11.0
2089,63rd Street Beach,17.9,0.8,1.7619999999999998,0.23399999999999999,3.0,11.4
7545,Ohio Street Beach,18.7,2.88,1.704,0.136,3.0,11.1
6156,Rainbow Beach,19.4,0.72,1.6480000000000001,0.094,6.0,11.3
3702,Calumet Beach,18.0,3.44,1.4269999999999998,0.159,4.0,10.4
4038,Calumet Beach,19.6,1.33,1.526,0.12,3.0,10.2
10868,Ohio Street Beach,24.8,13.04,1.811,0.146,2.0,9.9
6416,Montrose Beach,19.6,0.48,1.695,0.233,3.0,11.8
7106,Osterman Beach,19.0,1.94,1.195,0.1,4.0,11.3
4654,Ohio Street Beach,17.3,0.48,1.778,0.129,3.0,12.6
3367,Ohio Street Beach,19.8,1.77,1.554,0.063,3.0,10.7
7853,Montrose Beach,18.1,37.2,1.71,0.465,7.0,11.4
4056,Calumet Beach,19.1,1.26,1.36,0.07200000000000001,6.0,10.2
9355,Ohio Street Beach,21.9,464.95,1.808,0.18100000000000002,3.0,10.6
6668,Rainbow Beach,19.4,1.13,1.574,0.115,7.0,11.2
11245,Ohio Street Beach,23.7,5.36,1.7480000000000002,0.14400000000000002,4.0,9.4
10134,Osterman Beach,22.1,10.64,1.44,0.272,4.0,10.6
4839,Ohio Street Beach,20.7,0.74,1.722,0.16899999999999998,2.0,12.1
9631,Montrose Beach,23.0,6.5,1.78,0.309,3.0,11.0
1575,Osterman Beach,16.8,0.82,1.31,0.158,3.0,11.8
8323,Montrose Beach,19.5,3.71,1.7269999999999999,0.109,6.0,11.3
10255,Ohio Street Beach,22.1,6.53,1.693,0.126,4.0,10.3
313,Montrose Beach,16.0,0.24,1.239,0.09300000000000001,3.0,11.6
3637,Calumet Beach,18.5,2.14,1.3980000000000001,0.078,2.0,10.4
7257,Montrose Beach,18.7,5.41,1.671,0.259,4.0,11.5
1147,Montrose Beach,16.2,2.25,1.625,0.11199999999999999,4.0,11.1
3828,Calumet Beach,20.4,2.13,1.474,0.13,4.0,10.3
2511,Ohio Street Beach,18.3,0.67,1.659,0.065,4.0,11.0
10699,Osterman Beach,22.6,0.81,1.422,0.085,5.0,10.4
1184,Ohio Street Beach,18.2,2.42,1.739,0.162,2.0,11.4
1349,Osterman Beach,18.0,2.35,1.2570000000000001,0.11800000000000001,3.0,11.9
10572,Montrose Beach,21.8,2.69,1.575,0.08800000000000001,5.0,10.6
10573,Osterman Beach,21.9,1.91,1.276,0.115,3.0,10.4
11154,Osterman Beach,22.5,0.56,1.411,0.171,3.0,10.0
7,Montrose Beach,14.8,2.97,1.386,0.32799999999999996,3.0,11.9
878,Montrose Beach,15.7,11.68,1.5319999999999998,0.175,4.0,11.2
10835,Osterman Beach,23.0,0.59,1.3869999999999998,0.11199999999999999,4.0,10.3
3482,Ohio Street Beach,18.8,2.05,1.6340000000000001,0.183,3.0,10.7
11300,Osterman Beach,23.2,0.48,1.416,0.188,4.0,9.9
10361,Montrose Beach,22.0,1.59,1.706,0.08,5.0,10.7
9818,Ohio Street Beach,22.6,624.81,1.81,0.195,3.0,10.5
9540,Osterman Beach,24.1,17.52,1.421,0.285,4.0,10.8
2100,Calumet Beach,18.1,0.96,1.574,0.132,4.0,10.8
1216,Calumet Beach,19.8,1.25,1.3980000000000001,0.141,2.0,11.0
4666,Ohio Street Beach,16.9,0.56,1.7519999999999998,0.107,4.0,12.5
9176,Montrose Beach,22.1,6.13,1.733,0.28800000000000003,3.0,11.1
1586,Montrose Beach,17.3,0.25,1.4609999999999999,0.147,3.0,11.1
1961,Calumet Beach,19.2,1.1,1.4680000000000002,0.163,2.0,10.8
11169,Montrose Beach,21.9,0.46,1.796,0.10800000000000001,6.0,10.2
9753,Osterman Beach,23.2,6.4,1.4240000000000002,0.244,3.0,10.8
4909,Montrose Beach,15.8,0.36,1.689,0.14400000000000002,2.0,12.5
5957,Osterman Beach,19.6,0.62,1.4340000000000002,0.18,2.0,11.7
2674,63rd Street Beach,19.7,0.48,1.7919999999999998,0.259,3.0,11.2
2387,63rd Street Beach,19.2,0.57,1.68,0.175,2.0,11.3
3253,63rd Street Beach,20.0,0.58,1.754,0.096,4.0,11.1
2963,Montrose Beach,18.8,1.68,1.729,0.17,3.0,10.7
1477,Osterman Beach,18.2,0.83,1.31,0.187,2.0,11.9
10358,Osterman Beach,21.8,1.39,1.3780000000000001,0.09699999999999999,5.0,10.6
3776,Rainbow Beach,16.4,3.86,1.504,0.336,4.0,10.7
3229,63rd Street Beach,19.3,0.36,1.6740000000000002,0.091,4.0,11.1
9483,Montrose Beach,22.1,5.42,1.7530000000000001,0.292,4.0,11.0
8634,Montrose Beach,21.0,2.59,1.755,0.125,5.0,11.2
4442,63rd Street Beach,15.8,0.53,1.694,0.122,3.0,12.5
551,Montrose Beach,16.1,2.51,1.433,0.39399999999999996,4.0,11.4
7110,Montrose Beach,14.8,48.81,1.7630000000000001,0.436,7.0,11.6
5708,63rd Street Beach,17.6,0.8,1.7919999999999998,0.312,4.0,11.5
9339,Calumet Beach,22.7,1.99,1.475,0.175,3.0,10.8
2580,63rd Street Beach,20.7,0.34,1.7209999999999999,0.127,2.0,11.3
2267,63rd Street Beach,18.6,0.61,1.7919999999999998,0.11800000000000001,4.0,11.3
384,Calumet Beach,18.7,1.93,1.396,0.14400000000000002,3.0,11.4
4856,Osterman Beach,13.4,0.45,1.304,0.124,3.0,12.1
2652,Montrose Beach,18.9,0.51,1.6580000000000001,0.264,3.0,10.9
3112,Montrose Beach,17.8,0.24,1.642,0.138,3.0,10.7
10736,Montrose Beach,23.3,0.67,1.7369999999999999,0.113,5.0,10.5
1603,63rd Street Beach,18.8,0.61,1.756,0.136,4.0,11.6
2028,Ohio Street Beach,19.2,0.54,1.7819999999999998,0.141,3.0,11.1
8419,Montrose Beach,20.5,2.86,1.714,0.10300000000000001,10.0,11.3
7945,Calumet Beach,20.4,4.16,1.439,0.134,2.0,11.2
10561,Osterman Beach,21.9,2.24,1.347,0.106,4.0,10.4
11038,Osterman Beach,22.8,3.83,1.4809999999999999,0.299,3.0,10.1
4039,63rd Street Beach,18.1,0.58,1.828,0.132,4.0,10.8
7422,Ohio Street Beach,17.9,2.66,1.6880000000000002,0.075,2.0,11.1
8719,Osterman Beach,19.9,0.96,1.406,0.114,6.0,11.0
4903,Calumet Beach,19.8,1.49,1.375,0.156,3.0,11.9
10853,Calumet Beach,23.4,1.61,1.416,0.061,4.0,10.2
5922,Ohio Street Beach,18.0,0.84,1.78,0.1,4.0,11.5
2222,Montrose Beach,16.6,0.97,1.6540000000000001,0.20199999999999999,3.0,10.9
5900,Rainbow Beach,19.6,1.9,1.5930000000000002,0.115,4.0,11.4
350,Calumet Beach,18.6,4.65,1.391,0.193,4.0,11.4
6769,63rd Street Beach,16.4,0.78,1.725,0.099,4.0,11.3
4934,Osterman Beach,13.8,0.87,1.321,0.14,3.0,12.2
362,Calumet Beach,18.0,2.6,1.453,0.205,4.0,11.4
11143,Ohio Street Beach,23.7,52.0,1.7990000000000002,0.135,3.0,9.6
1454,63rd Street Beach,15.9,0.48,1.4140000000000001,0.115,2.0,11.6
7123,Ohio Street Beach,14.0,8.51,1.867,0.26,4.0,11.1
262,Montrose Beach,16.8,0.34,1.3319999999999999,0.099,3.0,11.7
4372,Montrose Beach,15.9,0.21,1.609,0.10800000000000001,5.0,10.2
6019,Ohio Street Beach,18.4,0.91,1.7890000000000001,0.13,3.0,11.5
3225,Osterman Beach,18.8,0.64,1.29,0.131,3.0,11.2
8057,Calumet Beach,18.9,3.56,1.4369999999999998,0.107,4.0,11.1
347,Montrose Beach,16.2,3.15,1.3619999999999999,0.294,3.0,11.6
11302,Calumet Beach,24.6,0.22,1.48,0.12300000000000001,3.0,9.8
8346,Calumet Beach,19.4,1.42,1.4569999999999999,0.047,8.0,11.1
4687,Calumet Beach,19.8,0.8,1.4609999999999999,0.095,3.0,12.3
3871,Ohio Street Beach,16.2,0.59,1.775,0.08800000000000001,3.0,10.6
920,Ohio Street Beach,18.3,4.8,1.579,0.122,4.0,11.5
9414,Ohio Street Beach,23.3,310.34,1.847,0.23199999999999998,3.0,10.6
5000,Ohio Street Beach,19.8,0.94,1.749,0.121,3.0,11.9
7727,Osterman Beach,18.8,1.41,1.4340000000000002,0.213,4.0,11.3
3959,Ohio Street Beach,20.0,0.76,1.825,0.172,3.0,10.6
1536,63rd Street Beach,16.8,0.54,1.5819999999999999,0.11199999999999999,6.0,11.6
3972,Calumet Beach,20.9,1.67,1.5319999999999998,0.185,2.0,10.2
3465,Rainbow Beach,14.4,0.8,1.4869999999999999,0.168,2.0,10.6
6759,Osterman Beach,14.8,0.74,1.295,0.133,3.0,11.5
4566,Calumet Beach,17.7,1.08,1.455,0.1,3.0,12.5
82,Calumet Beach,16.2,1.77,1.5130000000000001,0.168,3.0,11.7
7374,Rainbow Beach,0.0,0.0,1.689,0.111,6.0,9.5
3879,Calumet Beach,18.6,1.93,1.4880000000000002,0.07400000000000001,3.0,10.3
10600,Montrose Beach,22.9,1.38,1.666,0.114,8.0,10.6
9198,Osterman Beach,22.3,5.68,1.4140000000000001,0.20600000000000002,3.0,10.9
3576,Osterman Beach,16.8,1.63,1.305,0.282,4.0,11.1
1802,63rd Street Beach,16.0,1.84,1.8319999999999999,0.305,4.0,11.5
3453,Rainbow Beach,14.7,0.81,1.382,0.10099999999999999,7.0,10.8
1813,Calumet Beach,18.5,1.98,1.557,0.149,3.0,10.8
7842,Osterman Beach,18.5,59.23,1.3840000000000001,0.397,8.0,11.2
33,Calumet Beach,16.1,1.82,1.507,0.156,4.0,11.7
1025,63rd Street Beach,17.8,1.11,1.656,0.14800000000000002,4.0,11.9
5827,Rainbow Beach,19.9,2.9,1.6280000000000001,0.287,5.0,11.4
871,Calumet Beach,17.4,1.9,1.4080000000000001,0.10400000000000001,4.0,11.1
8660,Osterman Beach,20.8,1.59,1.411,0.111,7.0,11.0
5830,Montrose Beach,19.5,0.85,1.686,0.25,4.0,12.0
4756,Ohio Street Beach,18.5,0.83,1.811,0.126,3.0,12.2
2107,63rd Street Beach,17.5,0.8,1.766,0.23600000000000002,3.0,11.4
96,Montrose Beach,15.5,5.28,1.443,0.20199999999999999,3.0,11.8
8107,Calumet Beach,20.9,2.83,1.439,0.14300000000000002,3.0,11.1
1395,63rd Street Beach,17.2,0.79,1.705,0.099,4.0,11.7
2418,Osterman Beach,17.1,0.76,1.335,0.102,2.0,11.5
11398,Montrose Beach,23.0,2.06,1.6119999999999999,0.09699999999999999,3.0,9.8
5821,Rainbow Beach,19.8,3.83,1.5919999999999999,0.29600000000000004,4.0,11.4
11297,Ohio Street Beach,23.8,4.25,1.8519999999999999,0.127,4.0,9.3
1610,Calumet Beach,21.1,1.24,1.4509999999999998,0.11199999999999999,2.0,10.9
11553,Ohio Street Beach,21.8,15.9,1.7369999999999999,0.08900000000000001,3.0,8.4
6129,Montrose Beach,17.1,0.69,1.735,0.129,2.0,11.8
319,Montrose Beach,16.0,0.27,1.2790000000000001,0.102,5.0,11.6
4143,Osterman Beach,18.2,0.69,1.339,0.107,4.0,10.9
9128,Ohio Street Beach,21.2,2.53,1.817,0.2,4.0,10.6
1308,Ohio Street Beach,19.2,1.79,1.655,0.11699999999999999,3.0,11.3
2646,Osterman Beach,18.3,0.73,1.278,0.215,3.0,11.4
7480,Osterman Beach,19.5,2.38,1.209,0.12,2.0,11.3
704,Montrose Beach,15.8,24.67,1.5730000000000002,0.284,3.0,11.3
4466,63rd Street Beach,15.7,0.52,1.74,0.156,4.0,12.4
11144,Calumet Beach,24.4,0.61,1.444,0.10400000000000001,3.0,10.0
865,Osterman Beach,15.0,3.39,1.26,0.125,4.0,12.3
3156,Rainbow Beach,18.9,0.86,1.556,0.146,5.0,10.3
8998,Calumet Beach,22.6,0.66,1.4409999999999998,0.12300000000000001,4.0,10.9
10616,Calumet Beach,22.4,0.66,1.45,0.064,10.0,10.4
4851,Ohio Street Beach,20.5,0.62,1.7309999999999999,0.168,2.0,12.1
441,Ohio Street Beach,18.8,0.7,1.495,0.135,2.0,12.4
4992,63rd Street Beach,16.0,1.06,1.801,0.09,5.0,11.8
6872,Calumet Beach,17.7,1.73,1.3840000000000001,0.064,4.0,11.3
7724,Calumet Beach,18.8,1.5,1.474,0.139,4.0,11.3
9689,Ohio Street Beach,23.4,317.4,1.7630000000000001,0.21600000000000003,3.0,10.5
7869,Montrose Beach,17.9,21.81,1.72,0.34600000000000003,6.0,11.4
3001,Ohio Street Beach,20.9,0.99,1.7280000000000002,0.16899999999999998,3.0,10.8
24,Calumet Beach,16.7,1.83,1.4669999999999999,0.18,4.0,11.7
10852,Ohio Street Beach,22.9,30.15,1.8030000000000002,0.161,4.0,9.7
9264,Montrose Beach,21.6,3.32,1.7530000000000001,0.195,3.0,11.0
8289,Calumet Beach,19.5,1.53,1.456,0.07,3.0,11.1
10661,Calumet Beach,23.2,0.97,1.383,0.10099999999999999,3.0,10.4
2715,Calumet Beach,20.2,0.91,1.4809999999999999,0.158,4.0,10.7
3262,Ohio Street Beach,21.6,1.47,1.719,0.157,3.0,10.8
5003,Calumet Beach,17.1,1.41,1.443,0.086,2.0,12.0
9203,Ohio Street Beach,22.8,3.11,1.7819999999999998,0.172,3.0,10.6
10544,Montrose Beach,21.9,2.47,1.6369999999999998,0.11699999999999999,3.0,10.7
9190,Osterman Beach,22.5,6.65,1.399,0.235,4.0,10.9
876,Ohio Street Beach,15.7,6.05,1.564,0.14,4.0,11.5
7293,Ohio Street Beach,15.8,4.97,1.7530000000000001,0.096,3.0,11.1
3228,Calumet Beach,20.7,0.82,1.365,0.069,3.0,10.6
3829,63rd Street Beach,20.0,3.02,1.76,0.223,3.0,10.8
588,Ohio Street Beach,16.7,8.66,1.676,0.402,6.0,11.9
10330,Osterman Beach,22.9,3.48,1.3330000000000002,0.09699999999999999,6.0,10.6
907,63rd Street Beach,17.3,2.22,1.595,0.14300000000000002,4.0,12.1
10175,Ohio Street Beach,22.7,4.67,1.774,0.264,4.0,10.4
3548,Calumet Beach,18.9,2.66,1.317,0.083,3.0,10.4
9235,Calumet Beach,22.7,0.55,1.47,0.12,3.0,10.9
4184,63rd Street Beach,16.3,0.6,1.729,0.08,6.0,10.8
6138,Rainbow Beach,19.9,0.82,1.636,0.13,5.0,11.3
9332,Montrose Beach,22.1,5.3,1.751,0.32799999999999996,3.0,11.0
662,Montrose Beach,16.5,26.29,1.597,0.295,3.0,11.3
6534,Ohio Street Beach,20.2,1.44,1.776,0.092,2.0,11.4
340,Calumet Beach,18.4,2.69,1.3419999999999999,0.27,4.0,11.4
2658,Montrose Beach,18.5,0.56,1.635,0.249,3.0,10.8
4625,Rainbow Beach,21.3,0.49,1.599,0.23199999999999998,3.0,11.9
2466,63rd Street Beach,19.7,0.41,1.7180000000000002,0.11,5.0,11.3
9301,Osterman Beach,23.4,3.79,1.39,0.257,3.0,10.9
7999,Osterman Beach,18.6,14.16,1.308,0.248,3.0,11.2
11105,Montrose Beach,22.5,1.05,1.659,0.14,4.0,10.3
2692,63rd Street Beach,20.1,0.56,1.798,0.254,3.0,11.2
625,Calumet Beach,18.4,2.5,1.521,0.172,6.0,11.2
4862,63rd Street Beach,19.9,0.41,1.788,0.15,3.0,11.9
1904,Montrose Beach,17.6,1.92,1.739,0.304,3.0,11.0
10650,Montrose Beach,24.1,0.99,1.6440000000000001,0.121,4.0,10.6
6422,Montrose Beach,19.2,0.47,1.7009999999999998,0.191,5.0,11.8
2141,Rainbow Beach,18.1,1.47,1.5190000000000001,0.17800000000000002,3.0,11.2
6308,63rd Street Beach,21.2,0.33,1.8419999999999999,0.157,2.0,11.4
3770,Rainbow Beach,16.4,1.64,1.636,0.39,4.0,10.7
2434,63rd Street Beach,19.2,0.44,1.7409999999999999,0.11699999999999999,3.0,11.3
7950,Montrose Beach,18.7,11.17,1.646,0.152,4.0,11.4
4454,63rd Street Beach,15.8,0.53,1.666,0.11800000000000001,3.0,12.5
2083,63rd Street Beach,17.9,0.76,1.814,0.242,3.0,11.4
9774,Ohio Street Beach,23.3,679.87,1.695,0.134,3.0,10.5
10831,Osterman Beach,22.7,0.59,1.379,0.138,2.0,10.3
4071,Montrose Beach,17.7,0.45,1.742,0.139,2.0,10.4
2847,Rainbow Beach,19.9,1.96,1.652,0.239,4.0,11.0
8348,Montrose Beach,19.2,2.94,1.6980000000000002,0.07200000000000001,6.0,11.3
7182,Osterman Beach,17.3,12.64,1.445,0.282,3.0,11.4
342,Calumet Beach,18.3,2.62,1.3980000000000001,0.271,4.0,11.4
2509,Montrose Beach,17.8,0.47,1.599,0.09699999999999999,3.0,10.9
7987,Osterman Beach,19.3,11.64,1.371,0.158,4.0,11.2
7612,Montrose Beach,17.9,3.0,1.6059999999999999,0.09,5.0,11.5
11394,Montrose Beach,23.5,2.87,1.6680000000000001,0.184,3.0,9.9
4272,Ohio Street Beach,19.1,2.25,1.5630000000000002,0.146,3.0,10.5
4152,Rainbow Beach,16.4,0.98,1.515,0.136,6.0,10.5
3270,Rainbow Beach,17.5,0.87,1.587,0.141,2.0,10.0
2688,Osterman Beach,18.6,1.16,1.405,0.24100000000000002,3.0,11.4
4005,Montrose Beach,18.9,0.43,1.742,0.139,7.0,10.4
5936,Calumet Beach,19.2,1.03,1.493,0.08800000000000001,3.0,11.7
2404,63rd Street Beach,19.4,0.97,1.756,0.163,2.0,11.3
10605,Osterman Beach,23.2,2.05,1.3030000000000002,0.107,3.0,10.4
10151,Ohio Street Beach,21.7,4.1,1.7730000000000001,0.127,4.0,10.3
4077,Montrose Beach,17.9,0.49,1.6680000000000001,0.131,3.0,10.4
6304,Osterman Beach,19.8,0.5,1.3780000000000001,0.155,3.0,11.7
6164,Rainbow Beach,19.4,0.71,1.621,0.092,5.0,11.3
8636,Ohio Street Beach,21.1,2.47,1.828,0.139,2.0,10.8
1281,Osterman Beach,16.5,2.67,1.338,0.183,3.0,12.0
11240,Osterman Beach,22.7,0.43,1.421,0.213,4.0,9.9
817,Calumet Beach,17.5,1.43,1.367,0.11,3.0,11.1
6662,Rainbow Beach,20.3,0.64,1.5619999999999998,0.11199999999999999,7.0,11.2
5981,Osterman Beach,19.5,0.68,1.391,0.19399999999999998,2.0,11.8
9229,Osterman Beach,22.0,4.45,1.422,0.17600000000000002,3.0,10.9
10973,Calumet Beach,23.9,0.32,1.4880000000000002,0.133,2.0,10.2
7124,Rainbow Beach,0.0,0.0,1.8259999999999998,0.449,5.0,10.7
9390,Ohio Street Beach,23.5,505.75,1.787,0.209,3.0,10.6
735,Ohio Street Beach,16.0,5.49,1.656,0.256,4.0,11.7
3304,Ohio Street Beach,20.7,1.59,1.652,0.146,2.0,10.8
10838,Montrose Beach,23.0,0.8,1.758,0.102,3.0,10.5
3201,Osterman Beach,18.7,0.55,1.3159999999999998,0.17,3.0,11.2
257,Calumet Beach,18.3,0.75,1.3719999999999999,0.08199999999999999,2.0,11.5
783,Ohio Street Beach,15.6,6.24,1.635,0.23,5.0,11.6
1078,Calumet Beach,18.6,1.54,1.4140000000000001,0.096,3.0,11.0
6249,Osterman Beach,20.1,0.31,1.444,0.14300000000000002,2.0,11.7
10049,Montrose Beach,22.3,9.0,1.7309999999999999,0.337,6.0,10.8
10460,Montrose Beach,21.2,7.46,1.7080000000000002,0.336,5.0,10.7
645,Ohio Street Beach,16.0,6.52,1.7169999999999999,0.21,4.0,11.8
750,Ohio Street Beach,15.5,7.62,1.716,0.294,4.0,11.6
8007,Osterman Beach,18.5,12.57,1.278,0.215,4.0,11.2
1200,Ohio Street Beach,17.3,2.14,1.63,0.165,2.0,11.4
7955,Osterman Beach,19.2,11.5,1.339,0.18,4.0,11.2
7852,Calumet Beach,18.8,5.25,1.455,0.213,7.0,11.2
2549,Calumet Beach,19.8,0.78,1.46,0.071,4.0,10.7
1329,Montrose Beach,17.6,1.44,1.5919999999999999,0.17300000000000001,4.0,11.1
794,Montrose Beach,15.8,18.28,1.57,0.289,4.0,11.2
8999,Montrose Beach,21.1,5.89,1.716,0.27,4.0,11.1
3219,Osterman Beach,18.8,0.54,1.23,0.146,3.0,11.2
6948,Rainbow Beach,0.0,0.0,1.6580000000000001,0.11900000000000001,9.0,9.6
1291,63rd Street Beach,17.1,0.75,1.611,0.16699999999999998,3.0,11.7
171,Calumet Beach,19.1,1.43,1.469,0.16,3.0,11.6
1416,Ohio Street Beach,17.3,1.49,1.725,0.073,4.0,11.3
1832,63rd Street Beach,16.0,1.76,1.8619999999999999,0.275,3.0,11.5
4090,Osterman Beach,17.5,0.57,1.3230000000000002,0.16399999999999998,3.0,11.0
4242,Montrose Beach,16.2,0.48,1.5719999999999998,0.14800000000000002,3.0,10.3
596,Montrose Beach,15.4,20.43,1.6280000000000001,0.28,4.0,11.3
4444,Osterman Beach,16.5,0.74,1.219,0.113,3.0,10.8
1976,Osterman Beach,16.4,1.17,1.393,0.188,3.0,11.6
1445,Osterman Beach,17.5,1.01,1.319,0.077,8.0,11.9
1600,Ohio Street Beach,21.4,0.98,1.6880000000000002,0.136,2.0,11.3
11126,Osterman Beach,22.7,0.88,1.504,0.18100000000000002,3.0,10.1
4989,Ohio Street Beach,19.6,8.58,1.751,0.105,3.0,12.0
2867,63rd Street Beach,21.0,1.89,1.78,0.222,4.0,11.2
8126,Ohio Street Beach,20.7,3.53,1.736,0.172,3.0,10.9
8260,Osterman Beach,19.3,3.15,1.3319999999999999,0.094,8.0,11.1
5953,Rainbow Beach,20.1,1.15,1.645,0.166,4.0,11.4
9357,Montrose Beach,21.8,3.15,1.7469999999999999,0.284,3.0,11.0
9625,Ohio Street Beach,23.1,5.09,1.85,0.218,3.0,10.5
1801,Calumet Beach,18.5,1.76,1.49,0.153,3.0,10.8
8732,Ohio Street Beach,22.0,1.86,1.7590000000000001,0.198,2.0,10.7
5720,Montrose Beach,16.5,0.21,1.7080000000000002,0.305,5.0,12.0
5888,Osterman Beach,18.3,0.98,1.371,0.166,4.0,11.8
10906,Montrose Beach,23.3,0.18,1.713,0.20600000000000002,7.0,10.4
4715,Rainbow Beach,21.2,0.41,1.643,0.243,3.0,11.9
7313,Calumet Beach,17.7,1.84,1.445,0.07,2.0,11.3
2621,63rd Street Beach,20.3,0.35,1.7690000000000001,0.102,7.0,11.3
4047,Osterman Beach,17.2,0.55,1.265,0.10400000000000001,7.0,10.9
812,Montrose Beach,15.9,12.94,1.5290000000000001,0.25,5.0,11.2
3755,Montrose Beach,16.7,1.06,1.7009999999999998,0.275,4.0,10.5
10186,Osterman Beach,21.8,13.46,1.411,0.223,5.0,10.6
3641,Ohio Street Beach,16.2,1.09,1.5530000000000002,0.057999999999999996,3.0,10.7
8019,Osterman Beach,18.3,14.36,1.3319999999999999,0.157,3.0,11.2
5794,63rd Street Beach,19.2,1.03,1.817,0.324,5.0,11.5
6890,Ohio Street Beach,18.9,3.22,1.808,0.344,4.0,11.3
7224,Rainbow Beach,0.0,0.0,1.714,0.27,4.0,10.7
7403,Montrose Beach,17.2,3.41,1.5830000000000002,0.107,3.0,11.5
3311,Rainbow Beach,16.7,0.84,1.4880000000000002,0.115,4.0,10.2
2073,Osterman Beach,16.6,1.5,1.339,0.237,3.0,11.6
4006,Osterman Beach,18.9,0.58,1.426,0.146,7.0,11.0
7347,Montrose Beach,17.4,4.8,1.6130000000000002,0.132,4.0,11.5
11073,Montrose Beach,23.5,1.78,1.7519999999999998,0.225,3.0,10.4
2408,Rainbow Beach,19.2,1.21,1.5419999999999998,0.147,3.0,11.2
11132,Calumet Beach,24.6,0.31,1.5530000000000002,0.129,3.0,10.0
6561,Rainbow Beach,20.5,0.84,1.618,0.11199999999999999,6.0,11.2
